"IDX","frac","iter"
11,0.75,"Resample_1"
56,0.75,"Resample_1"
179,0.75,"Resample_1"
21,0.75,"Resample_1"
73,0.75,"Resample_1"
12,0.75,"Resample_1"
107,0.75,"Resample_1"
197,0.75,"Resample_1"
66,0.75,"Resample_1"
95,0.75,"Resample_1"
213,0.75,"Resample_1"
120,0.75,"Resample_1"
208,0.75,"Resample_1"
50,0.75,"Resample_1"
106,0.75,"Resample_1"
1,0.75,"Resample_1"
27,0.75,"Resample_1"
78,0.75,"Resample_1"
67,0.75,"Resample_1"
124,0.75,"Resample_1"
196,0.75,"Resample_1"
174,0.75,"Resample_1"
200,0.75,"Resample_1"
26,0.75,"Resample_1"
121,0.75,"Resample_1"
173,0.744444444444444,"Resample_2"
46,0.744444444444444,"Resample_2"
12,0.744444444444444,"Resample_2"
16,0.744444444444444,"Resample_2"
34,0.744444444444444,"Resample_2"
134,0.744444444444444,"Resample_2"
118,0.744444444444444,"Resample_2"
96,0.744444444444444,"Resample_2"
32,0.744444444444444,"Resample_2"
152,0.744444444444444,"Resample_2"
22,0.744444444444444,"Resample_2"
153,0.744444444444444,"Resample_2"
188,0.744444444444444,"Resample_2"
97,0.744444444444444,"Resample_2"
39,0.744444444444444,"Resample_2"
189,0.744444444444444,"Resample_2"
53,0.744444444444444,"Resample_2"
101,0.744444444444444,"Resample_2"
212,0.744444444444444,"Resample_2"
103,0.744444444444444,"Resample_2"
37,0.744444444444444,"Resample_2"
115,0.744444444444444,"Resample_2"
138,0.744444444444444,"Resample_2"
222,0.744444444444444,"Resample_2"
182,0.744444444444444,"Resample_2"
87,0.744444444444444,"Resample_2"
160,0.744444444444444,"Resample_2"
59,0.744444444444444,"Resample_2"
95,0.744444444444444,"Resample_2"
139,0.744444444444444,"Resample_2"
203,0.744444444444444,"Resample_2"
176,0.744444444444444,"Resample_2"
43,0.744444444444444,"Resample_2"
156,0.744444444444444,"Resample_2"
187,0.744444444444444,"Resample_2"
105,0.744444444444444,"Resample_2"
221,0.744444444444444,"Resample_2"
112,0.744444444444444,"Resample_2"
38,0.744444444444444,"Resample_2"
25,0.744444444444444,"Resample_2"
157,0.744444444444444,"Resample_2"
140,0.744444444444444,"Resample_2"
84,0.744444444444444,"Resample_2"
21,0.744444444444444,"Resample_2"
172,0.744444444444444,"Resample_2"
117,0.744444444444444,"Resample_2"
218,0.744444444444444,"Resample_2"
78,0.744444444444444,"Resample_2"
142,0.744444444444444,"Resample_2"
109,0.744444444444444,"Resample_2"
88,0.744444444444444,"Resample_2"
122,0.744444444444444,"Resample_2"
49,0.744444444444444,"Resample_2"
29,0.744444444444444,"Resample_2"
124,0.744444444444444,"Resample_2"
180,0.744444444444444,"Resample_2"
27,0.744444444444444,"Resample_2"
133,0.744444444444444,"Resample_2"
216,0.744444444444444,"Resample_2"
26,0.744444444444444,"Resample_2"
123,0.744444444444444,"Resample_2"
99,0.744444444444444,"Resample_2"
33,0.744444444444444,"Resample_2"
70,0.744444444444444,"Resample_2"
58,0.744444444444444,"Resample_2"
192,0.744444444444444,"Resample_2"
191,0.744444444444444,"Resample_2"
36,0.744444444444444,"Resample_2"
72,0.744444444444444,"Resample_2"
41,0.744444444444444,"Resample_2"
100,0.744444444444444,"Resample_2"
127,0.744444444444444,"Resample_2"
62,0.744444444444444,"Resample_2"
125,0.744444444444444,"Resample_2"
226,0.744444444444444,"Resample_2"
167,0.744444444444444,"Resample_2"
204,0.744444444444444,"Resample_2"
159,0.744444444444444,"Resample_2"
224,0.744444444444444,"Resample_2"
197,0.744444444444444,"Resample_2"
196,0.744444444444444,"Resample_2"
89,0.744444444444444,"Resample_2"
116,0.744444444444444,"Resample_2"
135,0.744444444444444,"Resample_2"
51,0.744444444444444,"Resample_2"
111,0.744444444444444,"Resample_2"
17,0.744444444444444,"Resample_2"
190,0.744444444444444,"Resample_2"
198,0.744444444444444,"Resample_2"
83,0.744444444444444,"Resample_2"
57,0.744444444444444,"Resample_2"
110,0.744444444444444,"Resample_2"
107,0.744444444444444,"Resample_2"
61,0.744444444444444,"Resample_2"
71,0.744444444444444,"Resample_2"
193,0.744444444444444,"Resample_2"
4,0.744444444444444,"Resample_2"
184,0.744444444444444,"Resample_2"
24,0.744444444444444,"Resample_2"
149,0.744444444444444,"Resample_2"
3,0.744444444444444,"Resample_2"
213,0.744444444444444,"Resample_2"
128,0.744444444444444,"Resample_2"
147,0.744444444444444,"Resample_2"
15,0.744444444444444,"Resample_2"
79,0.744444444444444,"Resample_2"
35,0.744444444444444,"Resample_2"
186,0.744444444444444,"Resample_2"
223,0.744444444444444,"Resample_2"
106,0.744444444444444,"Resample_2"
94,0.744444444444444,"Resample_2"
108,0.744444444444444,"Resample_2"
5,0.744444444444444,"Resample_2"
183,0.744444444444444,"Resample_2"
121,0.744444444444444,"Resample_2"
126,0.744444444444444,"Resample_2"
50,0.744444444444444,"Resample_2"
54,0.744444444444444,"Resample_2"
11,0.744444444444444,"Resample_2"
44,0.744444444444444,"Resample_2"
177,0.744444444444444,"Resample_2"
150,0.744444444444444,"Resample_2"
60,0.744444444444444,"Resample_2"
104,0.744444444444444,"Resample_2"
52,0.744444444444444,"Resample_2"
178,0.744444444444444,"Resample_2"
47,0.744444444444444,"Resample_2"
225,0.744444444444444,"Resample_2"
102,0.744444444444444,"Resample_2"
144,0.744444444444444,"Resample_2"
23,0.744444444444444,"Resample_2"
195,0.744444444444444,"Resample_2"
45,0.744444444444444,"Resample_2"
185,0.744444444444444,"Resample_2"
181,0.744444444444444,"Resample_3"
149,0.744444444444444,"Resample_3"
93,0.744444444444444,"Resample_3"
8,0.744444444444444,"Resample_3"
133,0.744444444444444,"Resample_3"
156,0.744444444444444,"Resample_3"
3,0.744444444444444,"Resample_3"
107,0.744444444444444,"Resample_3"
65,0.744444444444444,"Resample_3"
61,0.744444444444444,"Resample_3"
215,0.744444444444444,"Resample_3"
96,0.744444444444444,"Resample_3"
122,0.744444444444444,"Resample_3"
53,0.744444444444444,"Resample_3"
186,0.744444444444444,"Resample_3"
208,0.744444444444444,"Resample_3"
86,0.744444444444444,"Resample_3"
101,0.744444444444444,"Resample_3"
142,0.744444444444444,"Resample_3"
128,0.744444444444444,"Resample_3"
157,0.744444444444444,"Resample_3"
225,0.744444444444444,"Resample_3"
84,0.744444444444444,"Resample_3"
58,0.744444444444444,"Resample_3"
219,0.744444444444444,"Resample_3"
167,0.744444444444444,"Resample_3"
48,0.744444444444444,"Resample_3"
163,0.744444444444444,"Resample_3"
199,0.744444444444444,"Resample_3"
143,0.744444444444444,"Resample_3"
192,0.744444444444444,"Resample_3"
123,0.744444444444444,"Resample_3"
25,0.744444444444444,"Resample_3"
24,0.744444444444444,"Resample_3"
1,0.744444444444444,"Resample_3"
226,0.744444444444444,"Resample_3"
47,0.744444444444444,"Resample_3"
127,0.744444444444444,"Resample_3"
141,0.744444444444444,"Resample_3"
63,0.744444444444444,"Resample_3"
221,0.744444444444444,"Resample_3"
85,0.744444444444444,"Resample_3"
218,0.744444444444444,"Resample_3"
121,0.744444444444444,"Resample_3"
28,0.744444444444444,"Resample_3"
114,0.744444444444444,"Resample_3"
164,0.744444444444444,"Resample_3"
95,0.744444444444444,"Resample_3"
42,0.744444444444444,"Resample_3"
57,0.744444444444444,"Resample_3"
135,0.744444444444444,"Resample_3"
194,0.744444444444444,"Resample_3"
70,0.744444444444444,"Resample_3"
172,0.744444444444444,"Resample_3"
69,0.744444444444444,"Resample_3"
212,0.744444444444444,"Resample_3"
20,0.744444444444444,"Resample_3"
144,0.744444444444444,"Resample_3"
44,0.744444444444444,"Resample_3"
66,0.744444444444444,"Resample_3"
37,0.744444444444444,"Resample_3"
120,0.744444444444444,"Resample_3"
224,0.744444444444444,"Resample_3"
64,0.744444444444444,"Resample_3"
203,0.744444444444444,"Resample_3"
60,0.744444444444444,"Resample_3"
175,0.744444444444444,"Resample_3"
146,0.744444444444444,"Resample_3"
5,0.744444444444444,"Resample_3"
137,0.744444444444444,"Resample_3"
105,0.744444444444444,"Resample_3"
124,0.744444444444444,"Resample_3"
11,0.744444444444444,"Resample_3"
196,0.744444444444444,"Resample_3"
98,0.744444444444444,"Resample_3"
99,0.744444444444444,"Resample_3"
50,0.744444444444444,"Resample_3"
72,0.744444444444444,"Resample_3"
119,0.744444444444444,"Resample_3"
177,0.744444444444444,"Resample_3"
54,0.744444444444444,"Resample_3"
71,0.744444444444444,"Resample_3"
204,0.744444444444444,"Resample_3"
169,0.744444444444444,"Resample_3"
210,0.744444444444444,"Resample_3"
109,0.744444444444444,"Resample_3"
49,0.744444444444444,"Resample_3"
59,0.744444444444444,"Resample_3"
183,0.744444444444444,"Resample_3"
158,0.744444444444444,"Resample_3"
217,0.744444444444444,"Resample_3"
62,0.744444444444444,"Resample_3"
106,0.744444444444444,"Resample_3"
36,0.744444444444444,"Resample_3"
7,0.744444444444444,"Resample_3"
140,0.744444444444444,"Resample_3"
214,0.744444444444444,"Resample_3"
108,0.744444444444444,"Resample_3"
81,0.744444444444444,"Resample_3"
92,0.744444444444444,"Resample_3"
82,0.744444444444444,"Resample_3"
46,0.744444444444444,"Resample_3"
32,0.744444444444444,"Resample_3"
39,0.744444444444444,"Resample_3"
14,0.744444444444444,"Resample_3"
6,0.744444444444444,"Resample_3"
222,0.744444444444444,"Resample_3"
74,0.744444444444444,"Resample_3"
173,0.744444444444444,"Resample_3"
118,0.744444444444444,"Resample_3"
207,0.744444444444444,"Resample_3"
67,0.744444444444444,"Resample_3"
80,0.744444444444444,"Resample_3"
43,0.744444444444444,"Resample_3"
38,0.744444444444444,"Resample_3"
159,0.744444444444444,"Resample_3"
117,0.744444444444444,"Resample_3"
100,0.744444444444444,"Resample_3"
22,0.744444444444444,"Resample_3"
29,0.744444444444444,"Resample_3"
216,0.744444444444444,"Resample_3"
68,0.744444444444444,"Resample_3"
198,0.744444444444444,"Resample_3"
223,0.744444444444444,"Resample_3"
184,0.744444444444444,"Resample_3"
113,0.744444444444444,"Resample_3"
160,0.744444444444444,"Resample_3"
23,0.744444444444444,"Resample_3"
145,0.744444444444444,"Resample_3"
187,0.744444444444444,"Resample_3"
15,0.744444444444444,"Resample_3"
12,0.744444444444444,"Resample_3"
174,0.744444444444444,"Resample_3"
132,0.744444444444444,"Resample_3"
26,0.75,"Resample_4"
125,0.75,"Resample_4"
197,0.75,"Resample_4"
118,0.75,"Resample_4"
21,0.75,"Resample_4"
62,0.75,"Resample_4"
205,0.75,"Resample_4"
77,0.75,"Resample_4"
192,0.75,"Resample_4"
182,0.75,"Resample_4"
153,0.75,"Resample_4"
189,0.75,"Resample_4"
198,0.75,"Resample_4"
106,0.75,"Resample_4"
185,0.75,"Resample_4"
29,0.75,"Resample_4"
215,0.75,"Resample_4"
5,0.75,"Resample_4"
149,0.75,"Resample_4"
58,0.75,"Resample_4"
48,0.75,"Resample_4"
124,0.75,"Resample_4"
27,0.75,"Resample_4"
158,0.75,"Resample_4"
9,0.75,"Resample_4"
113,0.75,"Resample_4"
144,0.75,"Resample_4"
18,0.75,"Resample_4"
16,0.75,"Resample_4"
103,0.75,"Resample_4"
20,0.75,"Resample_4"
129,0.75,"Resample_4"
38,0.75,"Resample_4"
141,0.75,"Resample_4"
193,0.75,"Resample_4"
93,0.75,"Resample_4"
135,0.75,"Resample_4"
139,0.75,"Resample_4"
85,0.75,"Resample_4"
216,0.75,"Resample_4"
117,0.75,"Resample_4"
84,0.75,"Resample_4"
25,0.75,"Resample_4"
184,0.75,"Resample_4"
128,0.75,"Resample_4"
92,0.75,"Resample_4"
72,0.75,"Resample_4"
224,0.75,"Resample_4"
95,0.75,"Resample_4"
52,0.75,"Resample_4"
78,0.75,"Resample_4"
14,0.75,"Resample_4"
226,0.75,"Resample_4"
202,0.75,"Resample_4"
105,0.75,"Resample_4"
91,0.75,"Resample_4"
225,0.75,"Resample_4"
134,0.75,"Resample_4"
180,0.75,"Resample_4"
35,0.75,"Resample_4"
133,0.75,"Resample_4"
174,0.75,"Resample_4"
156,0.75,"Resample_4"
217,0.75,"Resample_4"
183,0.75,"Resample_4"
201,0.75,"Resample_4"
67,0.75,"Resample_4"
54,0.75,"Resample_4"
121,0.75,"Resample_4"
108,0.75,"Resample_4"
99,0.75,"Resample_4"
114,0.75,"Resample_4"
138,0.75,"Resample_4"
208,0.75,"Resample_4"
66,0.75,"Resample_4"
222,0.75,"Resample_4"
131,0.75,"Resample_4"
104,0.75,"Resample_4"
82,0.75,"Resample_4"
59,0.75,"Resample_4"
60,0.75,"Resample_4"
213,0.75,"Resample_4"
96,0.75,"Resample_4"
45,0.75,"Resample_4"
13,0.75,"Resample_4"
28,0.75,"Resample_4"
147,0.75,"Resample_4"
221,0.75,"Resample_4"
19,0.75,"Resample_4"
223,0.75,"Resample_4"
50,0.75,"Resample_4"
11,0.75,"Resample_4"
65,0.75,"Resample_4"
122,0.75,"Resample_4"
102,0.75,"Resample_4"
207,0.75,"Resample_4"
10,0.75,"Resample_4"
80,0.75,"Resample_4"
44,0.75,"Resample_4"
119,0.75,"Resample_4"
36,0.75,"Resample_4"
176,0.75,"Resample_4"
157,0.75,"Resample_4"
196,0.75,"Resample_4"
126,0.75,"Resample_4"
17,0.75,"Resample_4"
167,0.75,"Resample_4"
63,0.75,"Resample_4"
57,0.75,"Resample_4"
194,0.75,"Resample_4"
204,0.75,"Resample_4"
86,0.75,"Resample_4"
64,0.75,"Resample_4"
109,0.75,"Resample_4"
211,0.75,"Resample_4"
8,0.75,"Resample_4"
39,0.75,"Resample_4"
210,0.75,"Resample_4"
120,0.75,"Resample_4"
61,0.75,"Resample_4"
37,0.75,"Resample_4"
169,0.75,"Resample_4"
1,0.75,"Resample_4"
172,0.75,"Resample_4"
34,0.75,"Resample_4"
181,0.75,"Resample_4"
24,0.75,"Resample_4"
42,0.75,"Resample_4"
15,0.75,"Resample_4"
123,0.75,"Resample_4"
168,0.75,"Resample_4"
43,0.75,"Resample_4"
187,0.75,"Resample_4"
220,0.75,"Resample_4"
142,0.75,"Resample_4"
47,0.75,"Resample_5"
88,0.75,"Resample_5"
89,0.75,"Resample_5"
45,0.75,"Resample_5"
164,0.75,"Resample_5"
203,0.75,"Resample_5"
71,0.75,"Resample_5"
96,0.75,"Resample_5"
167,0.75,"Resample_5"
218,0.75,"Resample_5"
42,0.75,"Resample_5"
161,0.75,"Resample_5"
49,0.75,"Resample_5"
111,0.75,"Resample_5"
1,0.75,"Resample_5"
22,0.75,"Resample_5"
178,0.75,"Resample_5"
166,0.75,"Resample_5"
107,0.75,"Resample_5"
4,0.75,"Resample_5"
103,0.75,"Resample_5"
105,0.75,"Resample_5"
149,0.75,"Resample_5"
11,0.75,"Resample_5"
68,0.75,"Resample_5"
128,0.75,"Resample_5"
177,0.75,"Resample_5"
135,0.75,"Resample_5"
150,0.75,"Resample_5"
208,0.75,"Resample_5"
172,0.75,"Resample_5"
147,0.75,"Resample_5"
134,0.75,"Resample_5"
214,0.75,"Resample_5"
153,0.75,"Resample_5"
106,0.75,"Resample_5"
119,0.75,"Resample_5"
198,0.75,"Resample_5"
209,0.75,"Resample_5"
33,0.75,"Resample_5"
199,0.75,"Resample_5"
12,0.75,"Resample_5"
142,0.75,"Resample_5"
63,0.75,"Resample_5"
112,0.75,"Resample_5"
55,0.75,"Resample_5"
207,0.75,"Resample_5"
60,0.75,"Resample_5"
7,0.75,"Resample_5"
51,0.75,"Resample_5"
25,0.75,"Resample_5"
24,0.75,"Resample_5"
144,0.75,"Resample_5"
92,0.75,"Resample_5"
15,0.75,"Resample_5"
57,0.75,"Resample_5"
121,0.75,"Resample_5"
9,0.75,"Resample_5"
39,0.75,"Resample_5"
95,0.75,"Resample_5"
54,0.75,"Resample_5"
225,0.75,"Resample_5"
109,0.75,"Resample_5"
179,0.75,"Resample_5"
61,0.75,"Resample_5"
43,0.75,"Resample_5"
75,0.75,"Resample_5"
222,0.75,"Resample_5"
69,0.75,"Resample_5"
200,0.75,"Resample_5"
86,0.75,"Resample_5"
84,0.75,"Resample_5"
221,0.75,"Resample_5"
110,0.75,"Resample_5"
114,0.75,"Resample_5"
133,0.75,"Resample_5"
70,0.75,"Resample_5"
3,0.75,"Resample_5"
157,0.75,"Resample_5"
115,0.75,"Resample_5"
196,0.75,"Resample_5"
156,0.75,"Resample_5"
108,0.75,"Resample_5"
2,0.75,"Resample_5"
140,0.75,"Resample_5"
148,0.75,"Resample_5"
173,0.75,"Resample_5"
10,0.75,"Resample_5"
85,0.75,"Resample_5"
191,0.75,"Resample_5"
193,0.75,"Resample_5"
36,0.75,"Resample_5"
59,0.75,"Resample_5"
118,0.75,"Resample_5"
122,0.75,"Resample_5"
8,0.75,"Resample_5"
210,0.75,"Resample_5"
226,0.75,"Resample_5"
56,0.75,"Resample_5"
87,0.75,"Resample_5"
131,0.75,"Resample_5"
64,0.75,"Resample_5"
101,0.75,"Resample_5"
124,0.75,"Resample_5"
141,0.75,"Resample_5"
44,0.75,"Resample_5"
165,0.75,"Resample_5"
53,0.75,"Resample_5"
204,0.75,"Resample_5"
130,0.75,"Resample_5"
117,0.75,"Resample_5"
48,0.75,"Resample_5"
21,0.75,"Resample_5"
77,0.75,"Resample_5"
212,0.75,"Resample_5"
46,0.75,"Resample_5"
211,0.75,"Resample_5"
163,0.75,"Resample_5"
91,0.75,"Resample_5"
113,0.75,"Resample_5"
116,0.75,"Resample_5"
100,0.75,"Resample_5"
123,0.75,"Resample_5"
102,0.75,"Resample_5"
29,0.75,"Resample_5"
195,0.75,"Resample_5"
94,0.75,"Resample_5"
20,0.75,"Resample_5"
120,0.75,"Resample_5"
62,0.75,"Resample_5"
58,0.75,"Resample_5"
190,0.75,"Resample_5"
23,0.75,"Resample_5"
138,0.75,"Resample_5"
213,0.75,"Resample_5"
39,0.744444444444444,"Resample_6"
63,0.744444444444444,"Resample_6"
60,0.744444444444444,"Resample_6"
96,0.744444444444444,"Resample_6"
117,0.744444444444444,"Resample_6"
54,0.744444444444444,"Resample_6"
87,0.744444444444444,"Resample_6"
58,0.744444444444444,"Resample_6"
10,0.744444444444444,"Resample_6"
156,0.744444444444444,"Resample_6"
177,0.744444444444444,"Resample_6"
141,0.744444444444444,"Resample_6"
43,0.744444444444444,"Resample_6"
65,0.744444444444444,"Resample_6"
47,0.744444444444444,"Resample_6"
66,0.744444444444444,"Resample_6"
34,0.744444444444444,"Resample_6"
139,0.744444444444444,"Resample_6"
184,0.744444444444444,"Resample_6"
174,0.744444444444444,"Resample_6"
30,0.744444444444444,"Resample_6"
224,0.744444444444444,"Resample_6"
203,0.744444444444444,"Resample_6"
134,0.744444444444444,"Resample_6"
113,0.744444444444444,"Resample_6"
133,0.744444444444444,"Resample_6"
53,0.744444444444444,"Resample_6"
92,0.744444444444444,"Resample_6"
195,0.744444444444444,"Resample_6"
28,0.744444444444444,"Resample_6"
101,0.744444444444444,"Resample_6"
88,0.744444444444444,"Resample_6"
211,0.744444444444444,"Resample_6"
129,0.744444444444444,"Resample_6"
221,0.744444444444444,"Resample_6"
25,0.744444444444444,"Resample_6"
116,0.744444444444444,"Resample_6"
142,0.744444444444444,"Resample_6"
64,0.744444444444444,"Resample_6"
46,0.744444444444444,"Resample_6"
179,0.744444444444444,"Resample_6"
109,0.744444444444444,"Resample_6"
32,0.744444444444444,"Resample_6"
165,0.744444444444444,"Resample_6"
163,0.744444444444444,"Resample_6"
171,0.744444444444444,"Resample_6"
194,0.744444444444444,"Resample_6"
200,0.744444444444444,"Resample_6"
140,0.744444444444444,"Resample_6"
187,0.744444444444444,"Resample_6"
76,0.744444444444444,"Resample_6"
19,0.744444444444444,"Resample_6"
103,0.744444444444444,"Resample_6"
159,0.744444444444444,"Resample_6"
127,0.744444444444444,"Resample_6"
24,0.744444444444444,"Resample_6"
6,0.744444444444444,"Resample_6"
166,0.744444444444444,"Resample_6"
107,0.744444444444444,"Resample_6"
105,0.744444444444444,"Resample_6"
94,0.744444444444444,"Resample_6"
214,0.744444444444444,"Resample_6"
158,0.744444444444444,"Resample_6"
93,0.744444444444444,"Resample_6"
100,0.744444444444444,"Resample_6"
18,0.744444444444444,"Resample_6"
99,0.744444444444444,"Resample_6"
210,0.744444444444444,"Resample_6"
31,0.744444444444444,"Resample_6"
77,0.744444444444444,"Resample_6"
59,0.744444444444444,"Resample_6"
38,0.744444444444444,"Resample_6"
5,0.744444444444444,"Resample_6"
124,0.744444444444444,"Resample_6"
172,0.744444444444444,"Resample_6"
9,0.744444444444444,"Resample_6"
97,0.744444444444444,"Resample_6"
161,0.744444444444444,"Resample_6"
74,0.744444444444444,"Resample_6"
198,0.744444444444444,"Resample_6"
33,0.744444444444444,"Resample_6"
72,0.744444444444444,"Resample_6"
73,0.744444444444444,"Resample_6"
209,0.744444444444444,"Resample_6"
223,0.744444444444444,"Resample_6"
188,0.744444444444444,"Resample_6"
84,0.744444444444444,"Resample_6"
207,0.744444444444444,"Resample_6"
35,0.744444444444444,"Resample_6"
49,0.744444444444444,"Resample_6"
118,0.744444444444444,"Resample_6"
216,0.744444444444444,"Resample_6"
220,0.744444444444444,"Resample_6"
83,0.744444444444444,"Resample_6"
204,0.744444444444444,"Resample_6"
51,0.744444444444444,"Resample_6"
44,0.744444444444444,"Resample_6"
115,0.744444444444444,"Resample_6"
36,0.744444444444444,"Resample_6"
167,0.744444444444444,"Resample_6"
119,0.744444444444444,"Resample_6"
197,0.744444444444444,"Resample_6"
114,0.744444444444444,"Resample_6"
7,0.744444444444444,"Resample_6"
15,0.744444444444444,"Resample_6"
110,0.744444444444444,"Resample_6"
62,0.744444444444444,"Resample_6"
8,0.744444444444444,"Resample_6"
168,0.744444444444444,"Resample_6"
123,0.744444444444444,"Resample_6"
102,0.744444444444444,"Resample_6"
157,0.744444444444444,"Resample_6"
45,0.744444444444444,"Resample_6"
12,0.744444444444444,"Resample_6"
98,0.744444444444444,"Resample_6"
173,0.744444444444444,"Resample_6"
164,0.744444444444444,"Resample_6"
136,0.744444444444444,"Resample_6"
160,0.744444444444444,"Resample_6"
176,0.744444444444444,"Resample_6"
199,0.744444444444444,"Resample_6"
106,0.744444444444444,"Resample_6"
219,0.744444444444444,"Resample_6"
79,0.744444444444444,"Resample_6"
61,0.744444444444444,"Resample_6"
57,0.744444444444444,"Resample_6"
75,0.744444444444444,"Resample_6"
80,0.744444444444444,"Resample_6"
130,0.744444444444444,"Resample_6"
146,0.744444444444444,"Resample_6"
13,0.744444444444444,"Resample_6"
222,0.744444444444444,"Resample_6"
21,0.744444444444444,"Resample_6"
37,0.744444444444444,"Resample_6"
101,0.744444444444444,"Resample_7"
17,0.744444444444444,"Resample_7"
122,0.744444444444444,"Resample_7"
225,0.744444444444444,"Resample_7"
99,0.744444444444444,"Resample_7"
24,0.744444444444444,"Resample_7"
191,0.744444444444444,"Resample_7"
95,0.744444444444444,"Resample_7"
105,0.744444444444444,"Resample_7"
38,0.744444444444444,"Resample_7"
146,0.744444444444444,"Resample_7"
49,0.744444444444444,"Resample_7"
4,0.744444444444444,"Resample_7"
51,0.744444444444444,"Resample_7"
192,0.744444444444444,"Resample_7"
222,0.744444444444444,"Resample_7"
175,0.744444444444444,"Resample_7"
131,0.744444444444444,"Resample_7"
185,0.744444444444444,"Resample_7"
91,0.744444444444444,"Resample_7"
135,0.744444444444444,"Resample_7"
204,0.744444444444444,"Resample_7"
172,0.744444444444444,"Resample_7"
218,0.744444444444444,"Resample_7"
121,0.744444444444444,"Resample_7"
37,0.744444444444444,"Resample_7"
10,0.744444444444444,"Resample_7"
65,0.744444444444444,"Resample_7"
11,0.744444444444444,"Resample_7"
120,0.744444444444444,"Resample_7"
119,0.744444444444444,"Resample_7"
19,0.744444444444444,"Resample_7"
75,0.744444444444444,"Resample_7"
176,0.744444444444444,"Resample_7"
63,0.744444444444444,"Resample_7"
42,0.744444444444444,"Resample_7"
213,0.744444444444444,"Resample_7"
215,0.744444444444444,"Resample_7"
174,0.744444444444444,"Resample_7"
21,0.744444444444444,"Resample_7"
123,0.744444444444444,"Resample_7"
118,0.744444444444444,"Resample_7"
180,0.744444444444444,"Resample_7"
162,0.744444444444444,"Resample_7"
224,0.744444444444444,"Resample_7"
214,0.744444444444444,"Resample_7"
6,0.744444444444444,"Resample_7"
170,0.744444444444444,"Resample_7"
54,0.744444444444444,"Resample_7"
193,0.744444444444444,"Resample_7"
117,0.744444444444444,"Resample_7"
16,0.744444444444444,"Resample_7"
188,0.744444444444444,"Resample_7"
166,0.744444444444444,"Resample_7"
210,0.744444444444444,"Resample_7"
64,0.744444444444444,"Resample_7"
126,0.744444444444444,"Resample_7"
94,0.744444444444444,"Resample_7"
137,0.744444444444444,"Resample_7"
